candidate,twitter_handle,twitter_handle2,state,district,office_type,race_type,race_primary_election_date,primary_status,primary_runoff_status,general_status,partisan_lean,primary_pctg,won_primary,race,veteran,lgbtq,elected_official,self_funder,stem,obama_alum,dem_party_support,emily_endorsed,gun_sense_candidate,biden_endorsed,warren_endorsed,sanders_endorsed,our_revolution_endorsed,justice_dems_endorsed,pccc_endorsed,indivisible_endorsed,wfp_endorsed,votevets_endorsed,no_labels_support,count_negative,count_neutral,count_positive,sentiment,gun_control_tweet_count,health_care_tweet_count,abortion_tweet_count,immigration_tweet_count,education_tweet_count,jobs_tweet_count,environment_tweet_count,women_tweet_count,lgbt_tweet_count,freedom_tweet_count,trump_tweet_count,num_tweets
Letitia Plummer,letitiaplummer,,TX,U.S. House Texas District 22,Representative,Regular,3/6/18,Advanced,Lost,None,-14.81,24.290001,No,Nonwhite,No,No,No,No,Yes,No,,,No,,,,No,Yes,,,,,,9.0,8.0,72.0,3.415730337078652,3,9,0,2,3,3,0,1,1,0,0,89
Margarita Ruiz Johnson,,,TX,U.S. House Texas District 22,Representative,Regular,3/6/18,Lost,None,None,-14.81,12.64,No,Nonwhite,Yes,No,No,No,No,No,,,,,,,No,No,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,89
Mark Gibson,MarkGibsonTX22,,TX,U.S. House Texas District 22,Representative,Regular,3/6/18,Lost,None,None,-14.81,10.24,No,Nonwhite,Yes,No,No,No,No,No,,,,,,,No,No,,,,,,14.0,16.0,30.0,2.533333333333333,2,11,0,3,0,0,0,0,0,0,6,60
Sri Preston Kulkarni,SriPKulkarni,,TX,U.S. House Texas District 22,Representative,Regular,3/6/18,Advanced,Advanced,On the Ballot,-14.81,31.85,Yes,Nonwhite,No,No,No,No,No,No,,,Yes,,,,No,No,,,,,,111.0,72.0,327.0,2.8470588235294123,24,8,3,11,7,4,4,6,1,4,30,510
Steve Brown,stevebrowntx,,TX,U.S. House Texas District 22,Representative,Regular,3/6/18,Lost,None,None,-14.81,20.98,No,Nonwhite,No,No,No,No,No,No,,,,,,,Yes,No,,,,,,243.0,182.0,282.0,2.1103253182461104,13,28,0,7,1,9,8,1,0,1,73,707
Angela Villescaz,VillescazAngela,,TX,U.S. House Texas District 23,Representative,Regular,3/6/18,Lost,None,None,-0.63,9.090000199999999,No,Nonwhite,No,No,No,No,No,No,,No,,,,,No,No,,,,No,,33.0,40.0,104.0,2.8022598870056497,1,1,2,5,1,0,0,1,0,0,4,177
Gina Ortiz Jones,GinaOrtizJones,,TX,U.S. House Texas District 23,Representative,Regular,3/6/18,Advanced,Advanced,On the Ballot,-0.63,41.560001,Yes,Nonwhite,Yes,Yes,No,No,No,No,Yes,Yes,Yes,,,,No,No,,,,Yes,,136.0,71.0,276.0,2.579710144927536,8,52,1,17,28,18,3,1,5,2,19,483
Jay Hulings,jayhulings,,TX,U.S. House Texas District 23,Representative,Regular,3/6/18,Lost,None,None,-0.63,14.98,No,Nonwhite,No,No,No,No,No,Yes,,No,,,,,No,No,,,,No,,26.0,14.0,68.0,2.7777777777777777,1,3,0,1,2,2,0,0,0,0,11,108
Judy Canales,JudyforTexas,,TX,U.S. House Texas District 23,Representative,Regular,3/6/18,Lost,None,None,-0.63,16.99,No,Nonwhite,No,No,No,No,No,Yes,,No,,,,,No,No,,,,No,,4.0,8.0,41.0,3.39622641509434,1,3,0,3,9,3,0,0,0,0,0,53
Rick Trevi̱o,rtrev1984,,TX,U.S. House Texas District 23,Representative,Regular,3/6/18,Advanced,Lost,None,-0.63,17.379998999999998,No,Nonwhite,No,No,No,No,No,No,No,No,,,,,Yes,Yes,,,,No,,347.0,211.0,418.0,2.1454918032786887,8,50,0,8,1,2,2,1,1,1,39,976
Jan McDowell,JanMcDowellDEM,,TX,U.S. House Texas District 24,Representative,Regular,3/6/18,Advanced,None,On the Ballot,-12.78,52.470001,Yes,White,No,No,No,No,No,No,,,Yes,,,,,,,,,,,171.0,141.0,434.0,2.7050938337801607,55,56,0,34,8,16,7,2,3,6,98,746
John Biggan,JohnBiggan,BigganForTexas,TX,U.S. House Texas District 24,Representative,Regular,3/6/18,Lost,None,None,-12.78,21.52,No,White,No,No,No,No,Yes,No,,,,,,,,,,,,,,3.0,1.0,6.0,2.6,0,1,0,2,5,0,0,0,0,0,6,58
Josh Imhoff,imhoffjosh,,TX,U.S. House Texas District 24,Representative,Regular,3/6/18,Lost,None,None,-12.78,6.02,No,White,No,No,No,No,No,No,,,,,,,,,,,,,,8.0,5.0,4.0,1.5294117647058822,0,0,0,0,0,0,0,0,0,0,5,17
Todd Allen,ToddAllenTX,,TX,U.S. House Texas District 24,Representative,Regular,3/6/18,Lost,None,None,-12.78,20.0,No,White,No,No,No,No,No,No,,,,,,,,,,,,,,26.0,63.0,199.0,3.201388888888889,1,9,3,1,22,1,0,0,1,0,10,288
Chetan Panda,panda2018TX,,TX,U.S. House Texas District 25,Representative,Regular,3/6/18,Lost,None,None,-19.23,9.04,No,Nonwhite,No,No,No,No,No,No,,,,,,,No,,,No,,,,20.0,19.0,34.0,2.3835616438356166,0,8,0,2,2,0,0,0,0,1,15,73
Chris Perri,ChrisPerriTX,,TX,U.S. House Texas District 25,Representative,Regular,3/6/18,Advanced,Lost,None,-19.23,32.790001000000004,No,White,No,No,No,No,No,No,,,Yes,,,,Yes,,,Yes,,,,187.0,109.0,430.0,2.669421487603306,34,35,1,21,13,25,18,4,4,22,50,726
Julie Oliver,JulieForTX25,,TX,U.S. House Texas District 25,Representative,Regular,3/6/18,Advanced,Advanced,On the Ballot,-19.23,26.440001000000002,Yes,White,No,No,No,No,No,No,,,Yes,,,,No,,,No,,,,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0
Kathi Thomas,,,TX,U.S. House Texas District 25,Representative,Regular,3/6/18,Lost,None,None,-19.23,21.16,No,White,No,No,No,No,No,No,,,,,,,No,,,No,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
West Hansen,,,TX,U.S. House Texas District 25,Representative,Regular,3/6/18,Lost,None,None,-19.23,10.57,No,White,No,No,No,No,No,No,,,,,,,No,,,No,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
Linsey Fagan,LinseyFaganTX,,TX,U.S. House Texas District 26,Representative,Regular,3/6/18,Advanced,None,On the Ballot,-31.629998999999998,52.66,Yes,White,No,No,No,No,No,No,,,,,,,Yes,Yes,,,,,,99.0,125.0,610.0,3.225419664268585,11,35,0,3,7,11,6,2,1,2,2,834
Will Fisher,WillFisher4Cong,,TX,U.S. House Texas District 26,Representative,Regular,3/6/18,Lost,None,None,-31.629998999999998,47.34,No,White,No,No,No,No,No,No,,,,,,,No,No,,,,,,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0
Eric Holguin,EricHolguinTX,,TX,U.S. House Texas District 27,Representative,Regular,3/6/18,Advanced,Advanced,On the Ballot,-25.809998999999998,23.299999,Yes,Nonwhite,No,Yes,No,No,No,No,,,,,,,Yes,,,,,,,37.0,49.0,178.0,3.0681818181818183,5,9,0,5,2,7,0,1,3,0,17,264
Raul (Roy) Barrera,RaulRoyBarrera,,TX,U.S. House Texas District 27,Representative,Regular,3/6/18,Advanced,Lost,None,-25.809998999999998,41.23,No,Nonwhite,No,No,No,No,No,No,,,,,,,No,,,,,,,1.0,5.0,41.0,3.7021276595744683,0,0,0,0,0,0,0,0,0,0,0,47
Ronnie McDonald,CongressRonnie,RonnieCMcDonald,TX,U.S. House Texas District 27,Representative,Regular,3/6/18,Lost,None,None,-25.809998999999998,16.389999,No,Nonwhite,No,No,No,No,No,No,,,,,,,,,,,,,,0.0,0.0,0.0,,0,0,0,0,3,1,0,0,0,0,0,106
Vanessa Edwards Foster,vanessaefoster,,TX,U.S. House Texas District 27,Representative,Regular,3/6/18,Lost,None,None,-25.809998999999998,19.08,No,White,No,Yes,No,No,No,No,,,,,,,,,,,,,,122.0,185.0,245.0,2.4456521739130435,7,9,0,14,0,13,2,3,3,2,157,552
Augustine Reyes,AuggieReyes29,,TX,U.S. House Texas District 29,Representative,Regular,3/6/18,Lost,None,None,39.970001,2.8299999,No,Nonwhite,Yes,No,No,No,No,No,,No,,,,,No,,,,,,,4.0,4.0,19.0,3.111111111111111,0,0,0,0,0,0,0,0,0,0,1,27
Dominique Garcia,VoteDGarcia,,TX,U.S. House Texas District 29,Representative,Regular,3/6/18,Lost,None,None,39.970001,2.5799999,No,Nonwhite,No,No,No,No,No,No,,No,,,,,No,No,,,,,,5.0,8.0,16.0,2.7586206896551726,1,3,0,0,1,0,0,0,0,0,0,29
Hector Morales,HectorMoralesTX,,TX,U.S. House Texas District 29,Representative,Regular,3/6/18,Lost,None,None,39.970001,3.04,No,Nonwhite,No,No,No,No,No,No,,No,,,,,Yes,Yes,,,,,,47.0,42.0,97.0,2.5376344086021505,1,6,1,1,3,2,0,0,1,1,3,186
Pedro Valencia,vote4pedrov,,TX,U.S. House Texas District 29,Representative,Regular,3/6/18,Lost,None,None,39.970001,1.04,No,Nonwhite,No,No,No,No,No,No,,No,,,,,No,,,,,,,31.0,33.0,142.0,3.0776699029126213,2,2,0,9,0,1,1,1,0,0,6,206
Roel Garcia,Roelgarcialaw,,TX,U.S. House Texas District 29,Representative,Regular,3/6/18,Lost,None,None,39.970001,6.5900002,No,Nonwhite,No,No,No,No,No,No,,No,,,,,No,,,,,,,8.0,16.0,62.0,3.255813953488372,0,0,0,2,3,0,0,1,0,0,5,86
Sylvia Garcia,RepSylviaGarcia,LaCongresista,TX,U.S. House Texas District 29,Representative,Regular,3/6/18,Advanced,None,On the Ballot,39.970001,63.259997999999996,Yes,Nonwhite,No,No,Yes,No,No,No,,Yes,,,,,No,,,,,,,0.0,0.0,0.0,,15,30,7,53,41,27,1,4,6,6,34,1157
Tahir Javed,ceojaved,Javed4Congress,TX,U.S. House Texas District 29,Representative,Regular,3/6/18,Lost,None,None,39.970001,20.67,No,Nonwhite,No,No,No,Yes,No,No,,No,,,,,No,,,,,,,4.0,2.0,24.0,3.333333333333333,0,9,0,0,3,5,0,0,0,0,0,95
Adam Bell,voteadambell,,TX,U.S. House Texas District 3,Representative,Regular,3/6/18,Lost,None,None,-20.709999,17.959999,No,White,No,No,No,No,No,No,,,Yes,,,,,No,,,,,,9.0,6.0,66.0,3.4074074074074074,2,3,0,1,1,1,1,0,0,32,2,81
Lorie Burch,LorieB4Congress,,TX,U.S. House Texas District 3,Representative,Regular,3/6/18,Advanced,Advanced,On the Ballot,-20.709999,49.610001000000004,Yes,White,No,Yes,No,No,No,No,,,No,,,,,Yes,,,,,,102.0,76.0,614.0,3.292929292929293,16,17,0,12,15,10,8,3,10,5,2,792
Medrick Yhap,MedrickRYhap,,TX,U.S. House Texas District 3,Representative,Regular,3/6/18,Lost,None,None,-20.709999,3.76,No,Nonwhite,No,No,No,No,No,No,,,No,,,,,No,,,,,,86.0,60.0,141.0,2.3832752613240418,23,13,0,2,1,1,2,1,1,0,7,287
Sam Johnson,SamsPressShop,,TX,U.S. House Texas District 3,Representative,Regular,3/6/18,Advanced,Lost,None,-20.709999,28.68,No,White,No,No,No,No,No,No,,,Yes,,,,,No,,,,,,76.0,53.0,27.0,1.3717948717948718,0,10,0,0,0,6,0,0,0,1,7,156
Christine Mann,DrMann4Congress,DrChristineMann,TX,U.S. House Texas District 31,Representative,Regular,3/6/18,Advanced,Lost,None,-17.379998999999998,33.509997999999996,No,White,No,No,No,No,Yes,No,,,Yes,,,,Yes,,,,,,,0.0,0.0,0.0,,63,127,28,8,4,18,8,3,3,2,42,1994
Kent Lester,ElectKentLester,,TX,U.S. House Texas District 31,Representative,Regular,3/6/18,Lost,None,None,-17.379998999999998,10.32,No,White,Yes,No,No,No,No,No,,,No,,,,No,,,,,,,15.0,9.0,71.0,3.1789473684210527,1,1,0,0,4,0,0,0,0,1,5,95
M.J. Hegar,mjhegar,,TX,U.S. House Texas District 31,Representative,Regular,3/6/18,Advanced,Advanced,On the Ballot,-17.379998999999998,44.93,Yes,White,Yes,No,No,No,No,No,,,No,,,,No,,,,,,,79.0,79.0,389.0,3.1334552102376603,10,6,0,7,3,5,0,0,1,3,3,547
Mike Clark,mcforcongress,,TX,U.S. House Texas District 31,Representative,Regular,3/6/18,Lost,None,None,-17.379998999999998,11.23,No,White,No,No,No,No,Yes,No,,,No,,,,No,,,,,,,29.0,24.0,133.0,3.118279569892473,10,6,1,3,3,0,8,0,1,4,19,186
Brett Shipp,brett_shipp,,TX,U.S. House Texas District 32,Representative,Regular,3/6/18,Lost,None,None,-4.98,16.34,No,White,No,No,No,No,No,No,No,No,No,,,,,,,,,,,160.0,119.0,181.0,2.091304347826087,1,7,0,4,7,1,5,0,0,1,11,460
Colin Allred,ColinAllredTX,,TX,U.S. House Texas District 32,Representative,Regular,3/6/18,Advanced,Advanced,On the Ballot,-4.98,38.43,Yes,Nonwhite,No,No,No,No,No,Yes,Yes,No,Yes,,,,,,,,,,,128.0,98.0,549.0,3.0864516129032262,21,62,2,8,30,20,3,1,10,4,25,775
Ed Meier,EdforTX,,TX,U.S. House Texas District 32,Representative,Regular,3/6/18,Lost,None,None,-4.98,13.7,No,White,No,No,No,No,No,Yes,No,No,Yes,,,,,,,,,,,177.0,73.0,281.0,2.391713747645951,1,67,0,7,12,18,11,1,4,0,71,531
George Rodriguez,George4Texas,,TX,U.S. House Texas District 32,Representative,Regular,3/6/18,Lost,None,None,-4.98,7.5900002,No,Nonwhite,No,No,No,No,No,No,No,No,No,,,,,,,,,,,60.0,48.0,288.0,3.1515151515151514,19,15,0,19,12,4,1,0,1,4,16,396
Lillian Salerno,Lillian_Salerno,,TX,U.S. House Texas District 32,Representative,Regular,3/6/18,Advanced,Lost,None,-4.98,18.35,No,White,No,No,No,No,No,Yes,No,Yes,No,,,,,,,,,,,83.0,57.0,396.0,3.167910447761194,24,24,2,6,3,17,3,1,1,0,23,536
Ron Marshall,RonMarshall20,,TX,U.S. House Texas District 32,Representative,Regular,3/6/18,Lost,None,None,-4.98,3.24,No,White,Yes,No,No,No,Yes,No,No,No,No,,,,,,,,,,,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0
Todd Maternowski,ToddMaternowski,,TX,U.S. House Texas District 32,Representative,Regular,3/6/18,Lost,None,None,-4.98,2.3599999,No,White,No,No,No,No,No,No,No,No,No,,,,,,,,,,,0.0,1.0,2.0,3.333333333333333,0,0,0,0,0,0,0,0,0,0,1,3
Dayna Steele,daynasteele,,TX,U.S. House Texas District 36,Representative,Regular,3/6/18,Advanced,None,On the Ballot,-49.509997999999996,72.0,Yes,White,No,No,No,No,No,No,,,,,,,Yes,,,Yes,,,,641.0,541.0,2054.0,2.8733003708281832,73,150,4,49,68,101,11,10,11,6,74,3236
Jon Powell,JonPowellTX36,,TX,U.S. House Texas District 36,Representative,Regular,3/6/18,Lost,None,None,-49.509997999999996,28.0,No,White,No,No,Yes,No,Yes,No,,,,,,,No,,,No,,,,94.0,104.0,162.0,2.3777777777777778,0,8,0,1,0,8,6,0,0,0,45,360
Catherine Krantz,Krantz4Congress,,TX,U.S. House Texas District 4,Representative,Regular,3/6/18,Advanced,None,On the Ballot,-55.029999,68.620003,Yes,White,No,No,No,No,No,No,,,,,,,,,,,,,,97.0,112.0,469.0,3.0973451327433628,3,36,5,17,23,26,0,1,1,3,9,678
Lander Bethel,,,TX,U.S. House Texas District 4,Representative,Regular,3/6/18,Lost,None,None,-55.029999,31.379998999999998,No,White,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,678
Dan Wood,DanWood2020,,TX,U.S. House Texas District 5,Representative,Regular,3/6/18,Advanced,None,On the Ballot,-31.360001,100.0,Yes,White,No,No,Yes,No,No,No,,,,,,,,,,,,,,55.0,34.0,131.0,2.6909090909090905,10,17,0,7,3,3,0,0,0,1,28,220
Jana Lynne Sanchez,janasanchez,,TX,U.S. House Texas District 6,Representative,Regular,3/6/18,Advanced,Advanced,On the Ballot,-16.030001000000002,36.900002,Yes,Nonwhite,No,No,No,No,No,No,,,,,,,No,,,,,,,184.0,147.0,441.0,2.6658031088082903,4,32,1,10,3,10,1,0,0,2,14,772
John Duncan,JohnWDuncanTX,RepJohnDuncanJr,TX,U.S. House Texas District 6,Representative,Regular,3/6/18,Lost,None,None,-16.030001000000002,13.52,No,White,No,Yes,No,No,No,No,,,,,,,No,,,,,,,60.0,36.0,161.0,2.785992217898833,15,18,0,7,4,5,2,5,6,0,26,296
Justin Snider,Snider4Congress,,TX,U.S. House Texas District 6,Representative,Regular,3/6/18,Lost,None,None,-16.030001000000002,6.849999900000001,No,White,No,No,No,No,No,No,,,,,,,Yes,,,,,,,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0
Levii Shocklee,,,TX,U.S. House Texas District 6,Representative,Regular,3/6/18,Lost,None,None,-16.030001000000002,5.7800002,No,White,Yes,No,No,No,No,No,,,,,,,No,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
Ruby Faye Woolridge,RubyWoolridge,RubyForCongress,TX,U.S. House Texas District 6,Representative,Regular,3/6/18,Advanced,Lost,None,-16.030001000000002,36.950001,No,Nonwhite,No,No,No,No,No,No,,,,,,,No,,,,,,,0.0,0.0,0.0,,3,5,1,5,6,1,0,1,0,1,21,352
Alex Triantaphyllis,AlexTforTexas,,TX,U.S. House Texas District 7,Representative,Regular,3/6/18,Lost,None,None,-6.809999900000001,15.73,No,White,No,No,No,No,No,No,,No,,,,,No,No,,,No,,,83.0,66.0,322.0,3.014861995753716,5,18,4,10,4,12,9,2,4,5,32,471
Ivan Sanchez,lsanchez402,,TX,U.S. House Texas District 7,Representative,Regular,3/6/18,Lost,None,None,-6.809999900000001,5.6900001,No,Nonwhite,No,No,No,No,No,No,,No,,,,,No,No,,,No,,,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0
James Cargas,Cargas7,,TX,U.S. House Texas District 7,Representative,Regular,3/6/18,Lost,None,None,-6.809999900000001,1.96,No,White,No,No,No,No,No,No,,No,,,,,No,No,,,No,,,97.0,69.0,139.0,2.2754098360655743,9,14,0,11,0,3,17,1,0,4,32,305
Jason Westin,DrWestinForTX07,DrJasonWestin,TX,U.S. House Texas District 7,Representative,Regular,3/6/18,Lost,None,None,-6.809999900000001,19.16,No,White,No,No,No,No,Yes,No,,No,,,,,No,No,,,No,,,0.0,0.0,1.0,4.0,31,180,0,7,4,2,17,5,3,3,219,1298
Joshua Butler,ThePoliticalJab,,TX,U.S. House Texas District 7,Representative,Regular,3/6/18,Lost,None,None,-6.809999900000001,3.77,No,Nonwhite,No,No,No,No,No,No,,No,,,,,No,No,,,No,,,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0
Laura Moser,lcmoser,,TX,U.S. House Texas District 7,Representative,Regular,3/6/18,Advanced,Lost,None,-6.809999900000001,24.34,No,White,No,No,No,No,No,No,No,No,,,,,Yes,Yes,,,Yes,,,1019.0,914.0,2093.0,2.5335320417287632,76,58,10,45,23,16,16,27,26,11,176,4026
Lizzie Pannill Fletcher,Lizzie4Congress,,TX,U.S. House Texas District 7,Representative,Regular,3/6/18,Advanced,Advanced,On the Ballot,-6.809999900000001,29.360001,Yes,White,No,No,No,No,No,No,,Yes,,,,,No,No,,,No,,,131.0,106.0,782.0,3.2777232580961733,47,57,11,12,7,2,4,5,7,4,31,1019
Steven David,stevedavid,,TX,U.S. House Texas District 8,Representative,Regular,3/6/18,Advanced,None,On the Ballot,-52.959998999999996,100.0,Yes,White,No,No,No,No,No,No,,,,,,,,,,,,,,190.0,156.0,349.0,2.4575539568345324,0,0,0,0,0,0,0,0,0,0,0,0
Beto O'Rourke,BetoORourke,,TX,U.S. Senate Texas,Senator,Regular,3/6/18,Advanced,None,On the Ballot,-13.23,61.810001,Yes,White,No,No,Yes,No,No,No,,,,,,,,,,Yes,,,,550.0,421.0,1581.0,2.8079937304075235,25,156,0,128,79,57,19,4,15,4,66,2552
Edward Kimbrough,,,TX,U.S. Senate Texas,Senator,Regular,3/6/18,Lost,None,None,-13.23,14.47,No,Nonwhite,No,No,No,No,Yes,No,,,,,,,,,,No,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,2552
Sema Hernandez,SemaForTexas,_SemaHernandez_,TX,U.S. Senate Texas,Senator,Regular,3/6/18,Lost,None,None,-13.23,23.719998999999998,No,Nonwhite,No,No,No,No,No,No,,,,,,,,,,No,,,,64.0,48.0,59.0,1.9415204678362568,71,343,19,150,54,50,89,31,20,10,286,3817
Kurt Weiland,kurtfweiland,,UT,U.S. House Utah District 1,Representative,Regular,6/26/18,Lost,None,None,-37.259997999999996,43.150002,No,White,Yes,No,No,No,No,No,,,,,,,,,,,,,,2.0,4.0,22.0,3.4285714285714284,0,0,0,0,0,0,1,0,0,0,0,28
Lee Castillo,Lee4USCongress,,UT,U.S. House Utah District 1,Representative,Regular,6/26/18,Advanced,None,On the Ballot,-37.259997999999996,56.849998,Yes,Nonwhite,No,Yes,No,No,No,No,,,,,,,,,,,,,,49.0,51.0,225.0,3.0830769230769235,0,9,0,5,3,2,1,0,3,1,2,325
Shireen Ghorbani,ShireenGhorbani,,UT,U.S. House Utah District 2,Representative,Regular,6/26/18,Advanced,None,On the Ballot,-22.73,100.0,Yes,Nonwhite,No,No,No,No,No,No,,,,,,,,,,,,,,551.0,396.0,1118.0,2.5491525423728807,0,0,0,0,0,0,0,0,0,0,0,0
James Singer,urbannavajo,,UT,U.S. House Utah District 3,Representative,Regular,6/26/18,Advanced,None,On the Ballot,-35.16,100.0,Yes,Nonwhite,No,No,No,No,No,No,,,,,,,,,,,,,,398.0,368.0,783.0,2.4970948999354423,0,0,0,0,0,0,0,0,0,0,0,0
Ben McAdams,BenMcAdams,,UT,U.S. House Utah District 4,Representative,Regular,6/26/18,Advanced,None,On the Ballot,-16.809998999999998,100.0,Yes,White,No,No,Yes,No,No,No,Yes,,,,,,,,,,,,,40.0,26.0,88.0,2.623376623376624,0,0,0,0,0,0,0,0,0,0,0,0
Jenny Wilson,JennyWilsonUT,,UT,U.S. Senate Utah,Senator,Regular,6/26/18,Advanced,None,On the Ballot,-28.1,100.0,Yes,White,No,No,Yes,No,No,No,,,,,,,,,,,,,,292.0,262.0,1103.0,2.9788774894387453,21,65,2,35,27,27,31,3,6,3,31,1657
Edwin Santana,votesantana192,,VA,U.S. House Virginia District 1,Representative,Regular,6/12/18,Lost,None,None,-14.81,32.900002,No,Nonwhite,Yes,No,No,No,No,No,,,No,,,,Yes,,,,,,,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0
John Suddarth,SuddarthforVA01,,VA,U.S. House Virginia District 1,Representative,Regular,6/12/18,Lost,None,None,-14.81,27.129998999999998,No,White,Yes,No,No,No,Yes,No,,,Yes,,,,No,,,,,,,130.0,111.0,306.0,2.6435100548446067,55,48,1,8,10,15,15,1,3,3,55,547
Vangie Williams,VangieWilliams,Vangie4Congress,VA,U.S. House Virginia District 1,Representative,Regular,6/12/18,Advanced,None,On the Ballot,-14.81,39.970001,Yes,Nonwhite,No,No,No,No,No,No,,,Yes,,,,No,,,,,,,8.0,33.0,169.0,3.533333333333333,32,34,0,9,20,17,16,2,3,2,5,1402
Alison Kiehl Friedman,AlisonforVA,,VA,U.S. House Virginia District 10,Representative,Regular,6/12/18,Lost,None,None,4.6900001,22.959999,No,White,No,No,No,Yes,No,Yes,,,Yes,,,,No,,,,,No,,33.0,38.0,227.0,3.302013422818792,22,11,0,4,2,5,3,1,1,3,18,298
Dan Helmer,helmerva10,HelmerVA,VA,U.S. House Virginia District 10,Representative,Regular,6/12/18,Lost,None,None,4.6900001,12.55,No,White,Yes,No,No,No,No,No,,,Yes,,,,No,,,,,Yes,,0.0,0.0,0.0,,138,37,1,25,7,21,30,3,12,5,183,1118
Jennifer Wexton,RepWexton,JenniferWexton,VA,U.S. House Virginia District 10,Representative,Regular,6/12/18,Advanced,None,On the Ballot,4.6900001,41.889998999999996,Yes,White,No,No,Yes,No,No,No,,,Yes,,,,No,,,,,No,,0.0,0.0,0.0,,79,122,8,21,29,47,19,6,20,13,90,1229
Julia Biggins,BigginsForVA,,VA,U.S. House Virginia District 10,Representative,Regular,6/12/18,Lost,None,None,4.6900001,2.8299999,No,White,No,No,No,No,Yes,No,,,Yes,,,,Yes,,,,,No,,134.0,132.0,575.0,3.0487514863258025,45,25,2,7,12,6,17,2,6,1,32,841
Lindsey Davis Stover,LindseyForUS,,VA,U.S. House Virginia District 10,Representative,Regular,6/12/18,Lost,None,None,4.6900001,16.02,No,White,No,No,No,No,No,Yes,,,Yes,,,,No,,,,,No,,66.0,51.0,326.0,3.1738148984198644,30,30,0,4,18,6,1,4,1,3,22,443
Paul Pelletier,PePelletier,PaulForVirginia,VA,U.S. House Virginia District 10,Representative,Regular,6/12/18,Lost,None,None,4.6900001,3.76,No,White,No,No,No,No,No,No,,,Yes,,,,No,,,,,No,,34.0,36.0,46.0,2.2068965517241383,37,5,0,0,0,3,1,0,0,0,38,352
Elaine Luria,RepElaineLuria,ElaineLuriaVA,VA,U.S. House Virginia District 2,Representative,Regular,6/12/18,Advanced,None,On the Ballot,-5.6599998,62.330002,Yes,White,Yes,No,No,No,Yes,No,Yes,Yes,Yes,,,,,,,,No,Yes,,0.0,0.0,0.0,,28,38,3,3,11,13,15,1,2,2,13,584
Karen Mallard,KarenMallard,mallardforva,VA,U.S. House Virginia District 2,Representative,Regular,6/12/18,Lost,None,None,-5.6599998,37.669998,No,White,No,No,No,No,No,No,No,No,Yes,,,,,,,,Yes,No,,1.0,1.0,12.0,3.571428571428572,81,27,3,5,31,15,12,2,4,7,46,775
Leslie Cockburn,TeamCockburn,LeslieCockburn,VA,U.S. House Virginia District 5,Representative,Regular,6/12/18,Advanced,None,On the Ballot,-12.51,100.0,Yes,White,No,No,No,No,No,No,,Yes,,,,,,,,,,,,26.0,37.0,257.0,3.44375,15,50,5,18,11,12,13,3,0,4,61,658
Charlotte Moore,MooreforVA,,VA,U.S. House Virginia District 6,Representative,Regular,6/12/18,Lost,None,None,-25.959999,18.450001,No,White,No,No,Yes,No,No,No,,,No,,,,No,,,,,,,2.0,2.0,8.0,3.0,0,2,0,0,0,0,0,0,0,0,0,12
Jennifer Lewis,JenniferForVA,,VA,U.S. House Virginia District 6,Representative,Regular,6/12/18,Advanced,None,On the Ballot,-25.959999,47.669998,Yes,White,No,No,No,No,No,No,,,Yes,,,,Yes,,,,,,,152.0,161.0,364.0,2.62629246676514,28,50,9,12,13,12,14,4,14,2,10,677
Peter Volosin,votevolosin,,VA,U.S. House Virginia District 6,Representative,Regular,6/12/18,Lost,None,None,-25.959999,27.190001000000002,No,White,No,Yes,No,No,Yes,No,,,No,,,,No,,,,,,,89.0,39.0,160.0,2.493055555555556,10,9,0,5,12,24,6,1,6,0,10,288
Sergio Coppola,SergioCoppolaVA,,VA,U.S. House Virginia District 6,Representative,Regular,6/12/18,Lost,None,None,-25.959999,6.679999799999999,No,White,No,No,No,No,Yes,No,,,No,,,,No,,,,,,,22.0,10.0,83.0,3.0608695652173914,0,7,0,0,3,1,0,0,0,1,1,115
Abigail Spanberger,RepSpanberger,SpanbergerVA07,VA,U.S. House Virginia District 7,Representative,Regular,6/12/18,Advanced,None,On the Ballot,-10.03,72.68,Yes,White,No,No,No,No,No,No,,Yes,Yes,,,,,,,,,No,,0.0,0.0,0.0,,29,59,4,14,25,41,12,4,7,8,17,1606
