candidate,twitter_handle,state,district,office_type,race_type,race_primary,primary_status,primary_runoff_status,general_status,partisan_lean,primary_pctg,won_primary,race,veteran,lgbtq,elected_official,self_funder,stem,obama_alum,dem_party_support,emily_endorsed,guns_sense_candidate,biden_endorsed,warren_endorsed,sanders_endorsed,our_revolution_endorsed,justice_dems_endorsed,pccc_endorsed,indivisible_endorsed,wfp_endorsed,votevets_endorsed,no_labels_support,num_endorsements,num_non_endorsements
Vivian Viloria-Fisher,vivianviloria,24,125,1,0,7,1,2,0,-11.63,16.26,0,0,0,0,1,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,,
Max Rose,MaxRose4NY,24,126,1,0,7,0,2,1,-8.8100004,62.650002,1,2,1,0,0,0,0,0,1,2,2,2,2,2,2,2,2,2,1,1,2,,
Michael DeVito Jr.,mdevitojr,24,126,1,0,7,1,2,0,-8.8100004,18.42,0,0,1,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,0,0,2,,
Omar Vaid,omarvaid,24,126,1,0,7,1,2,0,-8.8100004,8.430000300000001,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,0,0,2,,
Paul Sperling,PaulSperlingNY,24,126,1,0,7,1,2,0,-8.8100004,2.29,0,2,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,0,0,2,,
Radhakrishna Mohan,,24,126,1,0,7,1,2,0,-8.8100004,3.78,0,0,0,0,0,0,1,0,0,2,2,2,2,2,2,2,2,2,0,0,2,,
Zach Emig,zachemig2018,24,126,1,0,7,1,2,0,-8.8100004,1.26,0,2,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,0,0,2,,
Antonio Delgado,DelgadoforNY19,24,127,1,0,7,0,2,1,-6.079999900000001,21.99,1,0,0,0,0,0,0,0,2,0,1,2,2,2,2,0,2,0,2,0,2,,
Brian Flynn,brianflynnus,24,127,1,0,7,1,2,0,-6.079999900000001,13.18,0,1,0,0,0,1,0,0,2,0,0,2,2,2,2,0,2,0,2,0,2,,
David Clegg,davieclegg,24,127,1,0,7,1,2,0,-6.079999900000001,11.08,0,2,0,0,0,1,0,0,2,0,0,2,2,2,2,0,2,1,2,0,2,,
Erin Collier,ErinCollier2018,24,127,1,0,7,1,2,0,-6.079999900000001,4.8600001,0,2,0,0,0,0,0,0,2,1,1,2,2,2,2,0,2,0,2,0,2,,
Gareth Rhodes,garethtrhodes,24,127,1,0,7,1,2,0,-6.079999900000001,17.85,0,2,0,0,0,0,0,0,2,0,0,2,2,2,2,0,2,1,2,0,2,,
Jeff Beals,JeffBealsNY19,24,127,1,0,7,1,2,0,-6.079999900000001,13.18,0,2,0,0,0,0,0,0,2,0,0,2,2,2,2,1,2,0,2,0,2,,
Pat Ryan,PatRyanWrites,24,127,1,0,7,1,2,0,-6.079999900000001,17.719998999999998,0,2,1,0,0,0,0,0,2,0,0,2,2,2,2,0,2,1,2,1,2,,
DuWayne Gregory,DuWayneGregory,24,128,1,0,7,1,2,0,-8.2600002,41.639998999999996,0,0,1,0,1,0,0,0,2,0,1,2,2,2,0,2,2,0,1,1,2,,
DuWayne Gregory,GregoryForNY2,24,128,1,0,7,1,2,0,-8.2600002,41.639998999999996,0,0,1,0,1,0,0,0,2,0,1,2,2,2,0,2,2,0,1,1,2,,
Liuba Grechen Shirley,liuba4congress,24,128,1,0,7,0,2,1,-8.2600002,57.98,1,2,0,0,0,0,0,0,2,1,1,2,2,2,1,2,2,1,0,0,2,,
Dylan Ratigan,DylanRatigan,24,129,1,0,7,1,2,0,-11.43,11.91,0,2,0,0,0,0,0,0,2,2,0,2,2,2,0,0,2,0,0,2,2,,
Emily Martz,FlipNY45,24,129,1,0,7,1,2,0,-11.43,10.37,0,2,0,0,0,0,0,0,2,2,0,2,2,2,0,0,2,0,0,2,2,,
Katie Wilson,AdirondacKatie,24,129,1,0,7,1,2,0,-11.43,11.68,0,2,0,0,0,0,0,0,2,2,0,2,2,2,0,0,2,0,1,2,2,,
Patrick Nelson,PatFNelson,24,129,1,0,7,1,2,0,-11.43,9.119999900000002,0,1,0,0,0,0,1,0,2,2,1,2,2,2,1,1,2,0,0,2,2,,
Tedra Cobb,TedraCobb,24,129,1,0,7,0,2,1,-11.43,56.009997999999996,1,2,0,0,1,0,0,0,2,2,1,2,2,2,1,0,2,1,0,2,2,,
Anthony Brindisi,RepBrindisi,24,130,1,0,7,0,2,1,-14.26,100.0,1,2,0,0,1,0,0,0,1,2,0,2,2,2,2,2,2,2,1,2,2,,
Anthony Brindisi,ABrindisiNY,24,130,1,0,7,0,2,1,-14.26,100.0,1,2,0,0,1,0,0,0,1,2,0,2,2,2,2,2,2,2,1,2,2,,
Eddie Sundquist,esundquist,24,131,1,0,7,1,2,0,-13.93,6.420000099999999,0,2,0,1,0,0,1,0,2,2,0,2,2,2,0,0,2,2,0,2,2,,
Ian Golden,GoldenForNY23,24,131,1,0,7,1,2,0,-13.93,13.44,0,2,0,0,0,0,0,0,2,2,0,2,2,2,1,1,2,2,0,2,2,,
Linda Andrei,Linda4Congress,24,131,1,0,7,1,2,0,-13.93,15.33,0,2,0,0,0,0,1,0,2,2,0,2,2,2,0,0,2,2,0,2,2,,
Max Della Pia,DellaPiaForNY23,24,131,1,0,7,1,2,0,-13.93,32.400002,0,2,1,0,0,0,0,0,2,2,0,2,2,2,0,0,2,2,0,2,2,,
Tracy Mitrano,MitranoForNY23,24,131,1,0,7,0,2,1,-13.93,32.299999,1,2,0,0,0,0,0,0,2,2,1,2,2,2,0,0,2,2,1,2,2,,
Dana Balter,dana_balter,24,132,1,0,7,0,2,1,4.139999899999999,62.380001,1,2,0,0,0,0,0,0,0,0,1,2,2,2,1,0,1,1,1,0,2,,
Juanita Perez Williams,VoteForJuanita,24,132,1,0,7,1,2,0,4.139999899999999,37.23,0,0,1,0,0,0,0,0,1,1,1,2,2,2,0,0,0,0,0,1,2,,
Adam McFadden,run_amc,24,133,1,0,7,1,2,0,14.62,17.450001,0,0,0,0,1,0,0,0,2,2,0,2,2,2,0,2,2,2,0,2,2,,
Joseph Morelle,RepJoeMorelle,24,133,1,0,7,0,2,1,14.62,45.290001000000004,1,2,0,0,1,0,0,0,2,2,1,2,2,2,0,2,2,2,1,2,2,,
Joseph Morelle,votemorelle,24,133,1,0,7,0,2,1,14.62,45.290001000000004,1,2,0,0,1,0,0,0,2,2,1,2,2,2,0,2,2,2,1,2,2,,
Rachel Barnhart,rachbarnhart,24,133,1,0,7,1,2,0,14.62,19.77,0,2,0,0,0,0,0,0,2,2,1,2,2,2,0,2,2,2,0,2,2,,
Robin Wilt,WiltForAssembly,24,133,1,0,7,1,2,0,14.62,17.35,0,0,0,0,1,0,0,0,2,2,1,2,2,2,1,2,2,2,0,2,2,,
Robin Wilt,rrwilt,24,133,1,0,7,1,2,0,14.62,17.35,0,0,0,0,1,0,0,0,2,2,1,2,2,2,1,2,2,2,0,2,2,,
Nate McMurray,Nate_McMurray,24,134,1,0,7,0,2,1,-24.01,100.0,1,1,0,0,1,0,0,0,2,2,2,2,2,2,2,2,2,2,1,2,2,,
Dennis J. Kucinich,Dennis_Kucinich,25,15,0,0,5,1,2,0,-7.889999900000001,22.98,0,1,0,0,1,0,0,0,2,2,0,2,0,2,1,2,2,2,2,2,2,,
Joseph Schiavoni,JoeSchiavoni,25,15,0,0,5,1,2,0,-7.889999900000001,9.1700001,0,2,0,0,1,0,0,0,2,2,1,2,0,2,0,2,2,2,2,2,2,,
Larry Ealy,LarryEEaly2,25,15,0,0,5,1,2,0,-7.889999900000001,1.02,0,0,0,0,0,0,0,0,2,2,0,2,0,2,0,2,2,2,2,2,2,,
Paul Ray,,25,15,0,0,5,1,2,0,-7.889999900000001,1.38,0,2,0,0,0,0,0,0,2,2,0,2,0,2,0,2,2,2,2,2,2,,
Richard Cordray,RichCordray,25,15,0,0,5,0,2,1,-7.889999900000001,62.16,1,1,0,0,1,0,0,1,2,2,1,2,1,2,0,2,2,2,2,2,2,,
William O'Neill,billoneilloh,25,15,0,0,5,1,2,0,-7.889999900000001,3.29,0,1,1,0,1,0,0,0,2,2,0,2,0,2,0,2,2,2,2,2,2,,
Aftab Pureval,AftabPureval,25,145,1,0,5,0,2,1,-9.010000199999999,100.0,1,0,0,0,1,0,0,0,1,2,2,2,2,2,2,2,2,2,2,2,2,,
Michael Milisits,MikeMilisits,25,146,1,0,5,1,2,0,-8.4799995,7.400000099999999,0,2,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,,
Robert Klepinger,,25,146,1,0,5,1,2,0,-8.4799995,25.6,0,2,0,0,0,0,1,0,2,2,2,2,2,2,2,2,2,2,2,2,2,,
Theresa Gasper,theresa_gasper,25,146,1,0,5,0,2,1,-8.4799995,67.019997,1,2,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,,
Theresa Gasper,GasperforOH10,25,146,1,0,5,0,2,1,-8.4799995,67.019997,1,2,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,,
Danny O'Connor,dannyoconnor1,25,147,1,1,5,0,2,1,-13.63,40.939999,1,2,0,0,1,0,0,0,2,2,1,2,2,2,2,0,2,1,2,2,2,,
Danny O'Connor,dannyoconnor1,25,147,1,0,5,0,2,1,-13.63,40.52,1,2,0,0,1,0,0,0,2,2,1,2,2,2,2,0,2,1,2,2,2,,
Doug Wilson,DougWilsonOH12,25,147,1,0,5,1,2,0,-13.63,3.74,0,2,0,0,1,0,0,0,2,2,0,2,2,2,2,0,2,0,2,2,2,,
Doug Wilson,DougWilsonOH12,25,147,1,1,5,1,2,0,-13.63,3.9400001000000002,0,2,0,0,1,0,0,0,2,2,0,2,2,2,2,0,2,0,2,2,2,,
Ed Albertson,,25,147,1,0,5,1,2,0,-13.63,7.860000099999999,0,2,1,0,0,0,0,0,2,2,0,2,2,2,2,0,2,0,2,2,2,,
Ed Albertson,,25,147,1,1,5,1,2,0,-13.63,8.0799999,0,2,1,0,0,0,0,0,2,2,0,2,2,2,2,0,2,0,2,2,2,,
Jackie Patton,PattonJackieB,25,147,1,0,5,1,2,0,-13.63,14.02,0,2,0,0,0,0,0,0,2,2,1,2,2,2,2,0,2,0,2,2,2,,
Jackie Patton,PattonJackieB,25,147,1,1,5,1,2,0,-13.63,13.58,0,2,0,0,0,0,0,0,2,2,1,2,2,2,2,0,2,0,2,2,2,,
John Peters,JPJohnPeters_4,25,147,1,0,5,1,2,0,-13.63,1.49,0,2,0,0,0,0,0,0,2,2,0,2,2,2,2,0,2,0,2,2,2,,
John Russell,heyjohnrussell,25,147,1,1,5,1,2,0,-13.63,16.700001,0,2,0,0,0,0,0,0,2,2,1,2,2,2,2,1,2,0,2,2,2,,
John Russell,JCruss,25,147,1,0,5,1,2,0,-13.63,16.27,0,2,0,0,0,0,0,0,2,2,1,2,2,2,2,1,2,0,2,2,2,,
Zach Scott,ZachScottOhio,25,147,1,0,5,1,2,0,-13.63,16.1,0,2,0,0,1,0,0,0,2,2,0,2,2,2,2,0,2,0,2,2,2,,
Zach Scott,ZachScottOhio,25,147,1,1,5,1,2,0,-13.63,16.76,0,2,0,0,1,0,0,0,2,2,0,2,2,2,2,0,2,0,2,2,2,,
Betsy Rader,BetsyRaderOH,25,148,1,0,5,0,2,1,-11.98,100.0,1,2,0,0,0,0,0,0,1,1,2,2,2,2,2,2,2,2,2,2,2,,
Rick Neal,Rick_Neal,25,149,1,0,5,0,2,1,-15.48,63.540001000000004,1,2,0,1,0,0,0,0,2,2,1,2,2,2,2,2,2,2,2,2,2,,
Rob Jarvis,robjarvis4ohio,25,149,1,0,5,1,2,0,-15.48,36.459998999999996,0,2,0,0,0,0,0,0,2,2,0,2,2,2,2,2,2,2,2,2,2,,
Aaron Godfrey,godfreap,25,150,1,0,5,1,2,0,-17.030001000000002,7.9099998,0,2,0,0,0,0,1,0,2,2,1,2,2,2,1,2,2,2,2,2,2,,
Aaron Godfrey,GodfreyForOH16,25,150,1,0,5,1,2,0,-17.030001000000002,7.9099998,0,2,0,0,0,0,1,0,2,2,1,2,2,2,1,2,2,2,2,2,2,,
Grant Goodrich,GGGoodrich,25,150,1,0,5,1,2,0,-17.030001000000002,28.059998999999998,0,2,1,0,0,0,0,0,2,2,1,2,2,2,0,2,2,2,2,2,2,,
John Wilson,,25,150,1,0,5,1,2,0,-17.030001000000002,4.48,0,2,0,0,0,0,0,0,2,2,0,2,2,2,0,2,2,2,2,2,2,,
Mark Dent,MDent4Congress,25,150,1,0,5,1,2,0,-17.030001000000002,9.380000099999998,0,2,1,0,0,0,0,0,2,2,0,2,2,2,0,2,2,2,2,2,2,,
Susan Moran Palmer,SusanPalmerOH,25,150,1,0,5,0,2,1,-17.030001000000002,34.630001,1,2,0,0,0,0,0,0,2,2,1,2,2,2,0,2,2,2,2,2,2,,
TJ Mulloy,TJMulloyOH,25,150,1,0,5,1,2,0,-17.030001000000002,15.54,0,1,0,0,0,0,0,0,2,2,0,2,2,2,0,2,2,2,2,2,2,,
Janet Everhard,VoteEverhard,25,151,1,0,5,1,2,0,-17.360001,34.400002,0,2,0,0,0,0,0,0,2,2,1,2,2,2,2,2,2,2,2,2,2,,
Jill Schiller,Vote4Schiller,25,151,1,0,5,0,2,1,-17.360001,54.200001,1,2,0,0,0,0,0,1,2,2,1,2,2,2,2,2,2,2,2,2,2,,
Jill Schiller,jillschill,25,151,1,0,5,0,2,1,-17.360001,54.200001,1,2,0,0,0,0,0,1,2,2,1,2,2,2,2,2,2,2,2,2,2,,
William Smith,,25,151,1,0,5,1,2,0,-17.360001,11.4,0,2,0,0,0,0,0,0,2,2,0,2,2,2,2,2,2,2,2,2,2,,
Cody James Slatzer-Rose,,25,152,1,0,5,1,2,0,-31.23,16.15,0,2,0,0,0,0,1,0,2,2,0,2,2,2,2,2,2,2,2,2,2,,
Janet Garrett,Janet4OH,25,152,1,0,5,0,2,1,-31.23,83.849998,1,2,0,0,0,0,0,0,2,2,1,2,2,2,2,2,2,2,2,2,2,,
James Neu Jr.,Neu4Congress,25,153,1,0,5,1,2,0,-23.809998999999998,26.700001,0,2,0,0,0,0,0,0,2,2,1,2,2,2,2,2,2,2,2,2,2,,
John Michael Galbraith,OH5forGalbraith,25,153,1,0,5,0,2,1,-23.809998999999998,73.199997,1,2,0,0,0,0,0,0,2,2,0,2,2,2,2,2,2,2,2,2,2,,
Shawna Roberts,RobertsOhioD6,25,154,1,0,5,0,2,1,-37.610001000000004,74.5,1,2,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,1,2,2,2,,
Werner Lange,lange4congress,25,154,1,0,5,1,2,0,-37.610001000000004,25.5,0,2,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,0,2,2,2,,
Ken Harbaugh,Team_Harbaugh,25,155,1,0,5,0,2,1,-27.18,80.199997,1,2,1,0,0,0,0,0,1,2,0,2,2,2,2,2,2,2,2,1,2,,
Patrick Pikus,,25,155,1,0,5,1,2,0,-27.18,19.799999,0,2,0,0,0,0,0,0,0,2,0,2,2,2,2,2,2,2,2,0,2,,
Bill Ebben,bill_ebben,25,156,1,0,5,1,2,0,-34.779999,12.18,0,2,1,0,0,0,0,0,2,2,0,2,2,2,2,2,2,2,2,2,2,,
Matthew Guyette,,25,156,1,0,5,1,2,0,-34.779999,13.63,0,2,0,1,0,0,0,0,2,2,0,2,2,2,2,2,2,2,2,2,2,,
Ted Jones,TJones4Congress,25,156,1,0,5,1,2,0,-34.779999,16.280001000000002,0,2,0,0,0,0,0,0,2,2,0,2,2,2,2,2,2,2,2,2,2,,
Vanessa Enoch,DrVEnoch,25,156,1,0,5,0,2,1,-34.779999,57.91,1,0,0,0,0,0,0,0,2,2,1,2,2,2,2,2,2,2,2,2,2,,
Constance Johnson,ConstanceForOH,26,16,0,0,7,1,2,0,-38.209998999999996,38.619999,0,0,0,0,1,0,0,0,2,2,2,2,2,2,1,2,2,2,2,2,2,,
Drew Edmondson,DrewForOklahoma,26,16,0,0,7,0,2,1,-38.209998999999996,61.380001,1,1,1,0,1,0,0,0,2,2,2,2,2,2,0,2,2,2,2,2,2,,
Amanda Douglas,Amanda4Congress,26,157,1,0,7,0,3,2,-31.959999,32.41,2,2,0,0,0,0,0,0,2,2,1,2,2,2,2,2,2,2,2,2,2,,
David Matthew Hullum,,26,157,1,0,7,1,2,2,-31.959999,5.02,2,2,0,0,0,0,0,0,2,2,0,2,2,2,2,2,2,2,2,2,2,,
Gwendolyn Fields,Cd1Gwen,26,157,1,0,7,1,2,2,-31.959999,19.620001000000002,2,2,0,0,0,0,0,0,2,2,0,2,2,2,2,2,2,2,2,2,2,,
Mark Keeter,Keeter4Congress,26,157,1,0,7,1,2,2,-31.959999,8.46,2,2,0,0,0,0,0,0,2,2,0,2,2,2,2,2,2,2,2,2,2,,
Tim Gilpin,Gilpin4Congress,26,157,1,0,7,0,3,2,-31.959999,34.48,2,2,0,0,0,0,0,0,2,2,0,2,2,2,2,2,2,2,2,2,2,,
Clay Padgett,Claypadgett2,26,158,1,0,7,0,3,2,-49.009997999999996,24.23,2,2,1,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,,
Elijah McIntosh,EliForCongress,26,158,1,0,7,1,2,2,-49.009997999999996,19.02,2,0,1,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,,
Jason Nichols,jmnichols75,26,158,1,0,7,0,3,2,-49.009997999999996,37.880001,2,0,0,0,1,0,1,0,2,2,2,2,2,2,2,2,2,2,2,2,2,,
Jason Nichols,jn4ush,26,158,1,0,7,0,3,2,-49.009997999999996,37.880001,2,0,0,0,1,0,1,0,2,2,2,2,2,2,2,2,2,2,2,2,2,,
Virginia Jenner,,26,158,1,0,7,1,2,2,-49.009997999999996,18.860001,2,2,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,,
Frankie Robbins,RobbinsforOK,26,159,1,0,7,0,2,1,-54.009997999999996,64.839996,1,2,0,0,0,0,1,0,2,2,2,2,2,2,2,2,2,2,2,2,2,,
Murray Thibodeaux,murray4congress,26,159,1,0,7,1,2,0,-54.009997999999996,35.16,0,2,0,0,0,0,1,0,2,2,2,2,2,2,2,2,2,2,2,2,2,,
Murray Thibodeaux,MurrayThibodeau,26,159,1,0,7,1,2,0,-54.009997999999996,35.16,0,2,0,0,0,0,1,0,2,2,2,2,2,2,2,2,2,2,2,2,2,,
Fred Gipson,gipson4congress,26,160,1,0,7,0,3,2,-39.130001,30.360001,2,2,1,0,1,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,,
Mallory Varner,,26,160,1,0,7,1,2,2,-39.130001,18.610001,2,2,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,,
Mary Brannon,ElectBrannon,26,160,1,0,7,0,3,2,-39.130001,34.360001000000004,2,2,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,,
Roxann Klutts,,26,160,1,0,7,1,2,2,-39.130001,16.67,2,2,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,,
Eddie Porter,eddiep00,26,161,1,0,7,1,2,2,-17.18,10.63,2,2,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,,
Elysabeth Britt,ElysabethBritt,26,161,1,0,7,1,2,2,-17.18,13.51,2,2,1,1,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,,
Kendra Horn,RepKendraHorn,26,161,1,0,7,0,3,2,-17.18,43.84,2,2,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,,
Kendra Horn,HornForCongress,26,161,1,0,7,0,3,2,-17.18,43.84,2,2,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,,
Leona Kelley-Leonard,Leona_CD5OK,26,161,1,0,7,1,2,2,-17.18,8.4200001,2,2,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,,
Tom Guild,guild4congress,26,161,1,0,7,0,3,2,-17.18,17.91,2,2,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,,
Tyson Todd Meade,,26,161,1,0,7,1,2,2,-17.18,5.6900001,2,2,0,1,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,,
Eric Burnette,EricBurnetteOR,27,162,1,0,3,1,2,0,-21.68,4.619999900000001,0,2,0,0,0,0,0,0,2,2,2,2,2,2,1,2,2,2,1,2,2,,
Jamie McLeod-Skinner,JamieforOregon,27,162,1,0,3,0,2,1,-21.68,42.82,1,1,0,1,1,0,1,0,2,2,2,2,2,2,2,2,2,1,2,2,2,,
Jennifer Neahring,,27,162,1,0,3,1,2,0,-21.68,23.68,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,,
Jim Crary,jim_crary,27,162,1,0,3,1,2,0,-21.68,11.44,0,2,1,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,,
Michael Byrne,congressmanbyr2,27,162,1,0,3,1,2,0,-21.68,4.3000002,0,2,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,,
Raz Mason,RazMason,27,162,1,0,3,1,2,0,-21.68,5.3000002,0,2,1,0,0,0,1,0,2,2,2,2,2,2,2,2,2,2,2,2,2,,
Timothy White,,27,162,1,0,3,1,2,0,-21.68,5.8600001,0,2,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,,
Rachel Reddick,RachelReddick,28,163,1,0,3,1,2,0,-0.63,35.330002,0,1,1,0,0,0,0,0,2,1,1,2,2,2,2,2,2,2,2,1,2,,
Scott Wallace,ScottWallacePA,28,163,1,0,3,0,2,1,-0.63,56.48,1,1,0,0,0,1,0,0,2,2,1,2,2,2,2,2,2,2,2,2,2,,
Steve Bacher,SteveBacher,28,163,1,0,3,1,2,0,-0.63,8.1899996,0,1,0,0,0,0,0,0,2,2,1,2,2,2,2,2,2,2,2,2,2,,
Alan Howe,HoweDefendsUSA,28,164,1,0,3,1,2,0,-10.86,10.81,0,1,1,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,,
Eric Ding,DrEricDing,28,164,1,0,3,1,2,0,-10.86,17.99,0,0,0,0,0,0,1,0,2,2,2,2,2,2,2,2,2,2,2,2,2,,
George Scott,GScott4Congress,28,164,1,0,3,0,2,1,-10.86,36.330002,1,1,1,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,,
Shavonnia Corbin-Johnson,SCJ4PA,28,164,1,0,3,1,2,0,-10.86,34.869999,0,0,0,0,0,0,0,1,2,1,2,2,2,2,2,2,2,2,2,2,2,,
Jessica King,jessforcongress,28,165,1,0,3,0,2,1,-27.51,100.0,1,1,0,0,0,0,0,0,2,2,2,2,2,1,1,1,2,2,1,2,2,,
Judy Herschel,JudyHerschel,28,166,1,0,3,1,2,0,-36.009997999999996,49.610001000000004,0,1,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,,
Marc Friedenberg,MarcForPA,28,166,1,0,3,0,2,1,-36.009997999999996,50.389998999999996,1,1,0,0,0,0,1,0,2,2,1,2,2,2,2,2,2,2,2,2,2,,
Brent Ottaway,BrentforPA13,28,167,1,0,3,0,2,1,-45.43,100.0,1,1,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,,
Adam Sedlock,SedlockCampaign,28,168,1,0,3,1,2,0,-28.709999,23.879998999999998,0,1,0,0,0,0,1,0,2,2,2,2,2,2,2,2,2,2,2,2,2,,
Bibiana Boerio,Boerio4Congress,28,168,1,0,3,0,2,1,-28.709999,43.200001,1,1,0,0,0,0,1,0,2,2,2,2,2,2,2,2,2,2,2,2,2,,
Robert Solomon,SolomonPA14,28,168,1,0,3,1,2,0,-28.709999,19.040001,0,1,0,0,0,0,1,0,2,2,2,2,2,2,2,2,2,2,2,2,2,,
Tom Prigg,Prigg4Pa,28,168,1,0,3,1,2,0,-28.709999,13.89,0,1,1,0,0,0,1,0,2,2,2,2,2,2,2,2,2,2,2,2,2,,
Susan Boser,BoserforPA,28,169,1,0,3,0,2,1,-41.73,74.559998,1,1,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,,
Wade Jodun,Jodun_for_PA5th,28,169,1,0,3,1,2,0,-41.73,25.440001000000002,0,1,0,0,0,0,1,0,2,2,2,2,2,2,2,2,2,2,2,2,2,,
Chris Rieger,RiegerForPA,28,170,1,0,3,1,2,0,-18.73,24.92,0,1,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,,
Robert Multari,,28,170,1,0,3,1,2,0,-18.73,15.11,0,2,0,0,0,0,1,0,2,2,2,2,2,2,2,2,2,2,2,2,2,,
Ronald DiNicola,Ron_Dinicola,28,170,1,0,3,0,2,1,-18.73,59.970001,1,2,1,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,,
Joe Hoeffel,Hoeffel4PAGov,28,171,1,0,3,1,2,0,15.27,10.96,0,1,0,0,1,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,,
Joe Hoeffel,joehoeffel,28,171,1,0,3,1,2,0,15.27,10.96,0,1,0,0,1,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,,
Madeleine Dean,mad4pa,28,171,1,0,3,0,2,1,15.27,72.559998,1,1,0,0,1,0,0,0,2,1,1,2,2,2,2,2,2,2,2,2,2,,
Shira Goodman,SJGoodman,28,171,1,0,3,1,2,0,15.27,16.49,0,1,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,,
Ashley Lunkenheimer,ALunkenheimerPA,28,172,1,0,3,1,2,0,25.540001,15.31,0,1,0,1,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,,
Gregory Vitali,GregVitali,28,172,1,0,3,1,2,0,25.540001,9.430000300000001,0,1,0,0,1,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,,
Gregory Vitali,Vitali4Congress,28,172,1,0,3,1,2,0,25.540001,9.430000300000001,0,1,0,0,1,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,,
Larry Arata,electlarryarata,28,172,1,0,3,1,2,0,25.540001,1.52,0,1,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,,
Lindy Li,lindyli,28,172,1,0,3,1,2,0,25.540001,6.98,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,,
Margo Davidson,RepMargoDavidso,28,172,1,0,3,1,2,0,25.540001,3.98,0,0,0,0,1,0,0,0,2,2,1,2,2,2,2,2,2,2,2,2,2,,
Margo Davidson,RepDavidson,28,172,1,0,3,1,2,0,25.540001,3.98,0,0,0,0,1,0,0,0,2,2,1,2,2,2,2,2,2,2,2,2,2,,
Mary Gay Scanlon,RepMGS,28,172,1,0,3,0,2,1,25.540001,28.370001000000002,1,1,0,0,1,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,,
Mary Gay Scanlon,marygayscanlon,28,172,1,0,3,0,2,1,25.540001,28.370001000000002,1,1,0,0,1,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,,
Molly Sheehan,pennsymolly,28,172,1,0,3,1,2,0,25.540001,10.24,0,1,0,0,0,0,1,0,2,2,1,2,2,2,1,2,2,2,2,2,2,,
Richard Lazer,RichLazerPHL,28,172,1,0,3,1,2,0,25.540001,14.99,0,2,2,2,2,0,2,0,2,2,2,2,2,2,2,2,2,2,2,2,2,,
Thaddeus Kirkland,,28,172,1,0,3,1,2,0,25.540001,3.99,0,0,0,0,1,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,,
