candidate,twitter_handle,twitter_handle2,state,district,office_type,race_type,race_primary_election_date,primary_status,primary_runoff_status,general_status,primary_pctg,won_primary,rep_party_support,trump_endorsed,bannon_endorsed,great_america_endorsed,nra_endorsed,right_to_life_endorsed,susan_b_anthony_endorsed,club_for_growth_endorsed,koch_support,house_freedom_support,tea_party_endorsed,main_street_endorsed,chamber_endorsed,no_labels_support
Lance Gooden,Lancegooden,RepLanceGooden,TX,U.S. House Texas District 5,Representative,Regular,3/6/18,Advanced,Advanced,On the Ballot,29.97,Yes,,,,,,No,No,No,No,,No,,,
Bunni Pounds,bunnipounds,,TX,U.S. House Texas District 5,Representative,Regular,3/6/18,Advanced,Lost,None,21.95,No,,,,,,Yes,Yes,Yes,Yes,,Yes,,,
Charles Lingerfelt,ClingerUSA,,TX,U.S. House Texas District 5,Representative,Regular,3/6/18,Lost,None,None,1.75,No,,,,,,No,No,No,No,,No,,,
Kenneth Sheets,KennethFSheets,,TX,U.S. House Texas District 5,Representative,Regular,3/6/18,Lost,None,None,11.99,No,,,,,,No,No,No,No,,No,,,
Sam Deen,samdeentx,,TX,U.S. House Texas District 5,Representative,Regular,3/6/18,Lost,None,None,17.16,No,,,,,,No,No,No,No,,No,,,
Danny Campbell,DannyCCampbell,,TX,U.S. House Texas District 5,Representative,Regular,3/6/18,Lost,None,None,3.02,No,,,,,,No,No,No,No,,No,,,
David Williams,,,TX,U.S. House Texas District 5,Representative,Regular,3/6/18,Lost,None,None,2.73,No,,,,,,No,No,No,No,,No,,,
Jason Wright,JasonWrightTX,,TX,U.S. House Texas District 5,Representative,Regular,3/6/18,Lost,None,None,11.42,No,,,,,,No,No,No,No,,No,,,
Jake Ellzey,JakeEllzey,,TX,U.S. House Texas District 6,Representative,Regular,3/6/18,Advanced,Lost,None,21.76,No,,,,,,No,,No,,,No,,,
Ronald Wright,ron4congress,,TX,U.S. House Texas District 6,Representative,Regular,3/6/18,Advanced,Advanced,On the Ballot,45.15,Yes,,,,,,Yes,,Yes,,,Yes,,,
Ken Cope,CopeTexas,,TX,U.S. House Texas District 6,Representative,Regular,3/6/18,Lost,None,None,7.7,No,,,,,,No,,No,,,No,,,
Deborah Gagliardi,DrgCongress,,TX,U.S. House Texas District 6,Representative,Regular,3/6/18,Lost,None,None,3.65,No,,,,,,No,,No,,,No,,,
Shawn Dandridge,ShawnDandridge,,TX,U.S. House Texas District 6,Representative,Regular,3/6/18,Lost,None,None,1.13,No,,,,,,No,,No,,,No,,,
Mark Mitchell,MitchellMonte,,TX,U.S. House Texas District 6,Representative,Regular,3/6/18,Lost,None,None,4.68,No,,,,,,No,,No,,,No,,,
Troy Ratterree,,,TX,U.S. House Texas District 6,Representative,Regular,3/6/18,Lost,None,None,4.04,No,,,,,,No,,No,,,No,,,
Mel Hassell,,,TX,U.S. House Texas District 6,Representative,Regular,3/6/18,Lost,None,None,0.58,No,,,,,,No,,No,,,No,,,
Kevin Harrison,,,TX,U.S. House Texas District 6,Representative,Regular,3/6/18,Lost,None,None,3.85,No,,,,,,No,,No,,,No,,,
Thomas Dillingham,tdilling,,TX,U.S. House Texas District 6,Representative,Regular,3/6/18,Lost,None,None,1.18,No,,,,,,No,,No,,,No,,,
Shannon Dubberly,Dubberly4TX6,,TX,U.S. House Texas District 6,Representative,Regular,3/6/18,Lost,None,None,6.28,No,,,,,,No,,No,,,No,,,
Mitt Romney,Romney4Utah,MittRomney,UT,U.S. Senate Utah,Senator,Regular,6/26/18,Advanced,None,On the Ballot,71.27,Yes,,Yes,,,,,,,,,,,,
Mike Kennedy,KennedyForUtah,,UT,U.S. Senate Utah,Senator,Regular,6/26/18,Lost,None,None,28.73,No,,No,,,,,,,,,,,,
Brooke Paige,,,VT,U.S. House Vermont At-large District,Representative,Regular,8/14/18,Advanced,None,On the Ballot,63.3,Yes,,,,,,,,,,,,,,
Anya Tynio,AnyaTynio,,VT,U.S. House Vermont At-large District,Representative,Regular,8/14/18,Lost,None,None,36.7,No,,,,,,,,,,,,,,
Roque De La Fuente,JoinRocky,,VT,U.S. Senate Vermont,Senator,Regular,8/14/18,Lost,None,None,4.2,No,,,,,,,,,,,,,,
Brooke Paige,,,VT,U.S. Senate Vermont,Senator,Regular,8/14/18,Advanced,None,On the Ballot,39.6,Yes,,,,,,,,,,,,,,
Jasdeep Pannu,votepannu2018,,VT,U.S. Senate Vermont,Senator,Regular,8/14/18,Lost,None,None,18.3,No,,,,,,,,,,,,,,
Lawrence Zupan,ZupanForSenate,,VT,U.S. Senate Vermont,Senator,Regular,8/14/18,Lost,None,None,4.2,No,,,,,,,,,,,,,,
Jeff Dove,JefferyADoveJr,,VA,U.S. House Virginia District 11,Representative,Regular,6/12/18,Advanced,None,On the Ballot,100,Yes,,,,,,,,,,,,,,
Ryan McAdams,RyanMcAdams4VA,,VA,U.S. House Virginia District 4,Representative,Regular,6/12/18,Advanced,None,On the Ballot,72.57,Yes,,,,,,,,,,,,,,
Shion Fenty,ShiFenty,,VA,U.S. House Virginia District 4,Representative,Regular,6/12/18,Lost,None,None,27.43,No,,,,,,,,,,,,,,
Denver Riggleman,Denver4VA,RepRiggleman,VA,U.S. House Virginia District 5,Representative,Regular,6/12/18,Advanced,None,On the Ballot,100,Yes,,,,,,,,Yes,,,,,,
Ben Cline,Cline4Virginia,RepBenCline,VA,U.S. House Virginia District 6,Representative,Regular,6/12/18,Advanced,None,On the Ballot,100,Yes,,,,,Yes,,,,,,,,,
Thomas Oh,OhForCongress,,VA,U.S. House Virginia District 8,Representative,Regular,6/12/18,Advanced,None,On the Ballot,100,Yes,,,,,,,,,,,,,,
Corey Stewart,coreystewartva,,VA,U.S. Senate Virginia,Senator,Regular,6/12/18,Advanced,None,On the Ballot,44.87,Yes,,,,,,,,,,,,,,
E.W. Jackson,ewjacksonsr,,VA,U.S. Senate Virginia,Senator,Regular,6/12/18,Lost,None,None,11.99,No,,,,,,,,,,,,,,
Nick Freitas,NickForVA,NickFreitasVA,VA,U.S. Senate Virginia,Senator,Regular,6/12/18,Lost,None,None,43.14,No,,,,,,,,,,,,,,
Jeffrey Beeler,Beeler4Congress,,WA,U.S. House Washington District 1,Representative,Regular,8/7/18,Advanced,None,On the Ballot,69.19,Yes,,,,,,,,,,,,,,
Scott Stafne,scottstafne,,WA,U.S. House Washington District 1,Representative,Regular,8/7/18,Lost,None,None,30.81,No,,,,,,,,,,,,,,
Joseph Brumbles,JosephBrumbles,,WA,U.S. House Washington District 10,Representative,Regular,8/7/18,Advanced,None,On the Ballot,100,Yes,,,,,,,,,,,,,,
Douglas Dightman,,,WA,U.S. House Washington District 6,Representative,Regular,8/7/18,Advanced,None,On the Ballot,100,Yes,,,,,,,,,,,,,,
Craig Keller,,,WA,U.S. House Washington District 7,Representative,Regular,8/7/18,Advanced,None,On the Ballot,100,Yes,,,,,,,,,,,,,,
Dino Rossi,dinorossiwa,,WA,U.S. House Washington District 8,Representative,Regular,8/7/18,Advanced,None,On the Ballot,92.09,Yes,Yes,,,,,,,Yes,Yes,,Yes,Yes,,
Jack Hughes-Hageman,HagemanHughes,HughesHageman,WA,U.S. House Washington District 8,Representative,Regular,8/7/18,Lost,None,None,5.34,No,No,,,,,,,No,No,,No,No,,
Gordon Allen Pross,,,WA,U.S. House Washington District 8,Representative,Regular,8/7/18,Lost,None,None,2.57,No,No,,,,,,,No,No,,No,No,,
Doug Basler,dougbasler,,WA,U.S. House Washington District 9,Representative,,8/7/18,Lost,None,None,100,No,,,,,,,,,,,,,,
Joey Gibson,,,WA,U.S. Senate Washington,Senator,Regular,8/7/18,Lost,None,None,6.37,No,,,,,,No,,,,,,,,
Matthew Heines,Heinessight,,WA,U.S. Senate Washington,Senator,Regular,8/7/18,Lost,None,None,1.38,No,,,,,,No,,,,,,,,
Roque De La Fuente,JoinRocky,,WA,U.S. Senate Washington,Senator,Regular,8/7/18,Lost,None,None,0.83,No,,,,,,No,,,,,,,,
Dave Bryant,Bryant_Senate,,WA,U.S. Senate Washington,Senator,Regular,8/7/18,Lost,None,None,5.54,No,,,,,,No,,,,,,,,
Art Coday,ArtCoday,,WA,U.S. Senate Washington,Senator,Regular,8/7/18,Lost,None,None,4.98,No,,,,,,Yes,,,,,,,,
GoodSpaceGuy,,,WA,U.S. Senate Washington,Senator,Regular,8/7/18,Lost,None,None,1.11,No,,,,,,No,,,,,,,,
Matt Hawkins,HawkinsSenate,,WA,U.S. Senate Washington,Senator,Regular,8/7/18,Lost,None,None,2.21,No,,,,,,Yes,,,,,,,,
Susan Hutchison,Susan_Hutch,Susan4Senate,WA,U.S. Senate Washington,Senator,Regular,8/7/18,Advanced,None,On the Ballot,67.31,Yes,,,,,,No,,,,,,,,
John Orlinski,JohnOrlinski,,WA,U.S. Senate Washington,Senator,Regular,8/7/18,Lost,None,None,1.11,No,,,,,,No,,,,,,,,
Tim Owen,,,WA,U.S. Senate Washington,Senator,Regular,8/7/18,Lost,None,None,3.88,No,,,,,,Yes,,,,,,,,
RC Smith,,,WA,U.S. Senate Washington,Senator,Regular,8/7/18,Lost,None,None,0.28,No,,,,,,No,,,,,,,,
Glen Stockwell,,,WA,U.S. Senate Washington,Senator,Regular,8/7/18,Lost,None,None,1.94,No,,,,,,No,,,,,,,,
Keith Swank,Swank4Senate,,WA,U.S. Senate Washington,Senator,Regular,8/7/18,Lost,None,None,6.4,No,,,,,,Yes,,,,,,,,
Carol Miller,CarolMillerWV,,WV,U.S. House West Virginia District 3,Representative,Regular,5/8/18,Advanced,None,On the Ballot,23.81,Yes,,,,,,,Yes,,,,,No,,
Marty Gearheart,MartyGearheart,,WV,U.S. House West Virginia District 3,Representative,Regular,5/8/18,Lost,None,None,18.19,No,,,,,,,No,,,,,No,,
Rick Snuffer,RickSnuffer,,WV,U.S. House West Virginia District 3,Representative,Regular,5/8/18,Lost,None,None,10.64,No,,,,,,,No,,,,,No,,
Rupie Phillips,Rupie4Congress,,WV,U.S. House West Virginia District 3,Representative,Regular,5/8/18,Lost,None,None,19.53,No,,,,,,,No,,,,,No,,
Ayne Amjad,AyneAmjad,,WV,U.S. House West Virginia District 3,Representative,Regular,5/8/18,Lost,None,None,7.46,No,,,,,,,No,,,,,No,,
Conrad Lucas,ConradWV,,WV,U.S. House West Virginia District 3,Representative,Regular,5/8/18,Lost,None,None,18.07,No,,,,,,,No,,,,,Yes,,
Philip Payton,,,WV,U.S. House West Virginia District 3,Representative,Regular,5/8/18,Lost,None,None,2.3,No,,,,,,,No,,,,,No,,
Patrick Morrisey,MorriseyWV,,WV,U.S. Senate West Virginia,Senator,Regular,5/8/18,Advanced,None,On the Ballot,34.9,Yes,,Yes,Yes,Yes,,,,,Yes,,Yes,No,,
Evan Jenkins,EvanJenkinsWV,,WV,U.S. Senate West Virginia,Senator,Regular,5/8/18,Lost,None,None,29.21,No,,Yes,No,No,,,,,No,,No,Yes,,
Bo Copley,MinerBo85,,WV,U.S. Senate West Virginia,Senator,Regular,5/8/18,Lost,None,None,3.09,No,,No,No,No,,,,,No,,No,No,,
Jack Newbrough,jackussenatewv,,WV,U.S. Senate West Virginia,Senator,Regular,5/8/18,Lost,None,None,2.99,No,,No,No,No,,,,,No,,No,No,,
Don Blankenship,DonBlankenship,,WV,U.S. Senate West Virginia,Senator,Regular,5/8/18,Lost,None,None,19.97,No,,No,No,No,,,,,No,,No,No,,
Tom Willis,willisforwv,,WV,U.S. Senate West Virginia,Senator,Regular,5/8/18,Lost,None,None,9.84,No,,No,No,No,,,,,No,,No,No,,
Bryan Steil,BryanSteilforWI,RepBryanSteil,WI,U.S. House Wisconsin District 1,Representative,Regular,8/14/18,Advanced,None,On the Ballot,51.6,Yes,Yes,,,,,No,,,,,,,,
Paul Nehlen,,,WI,U.S. House Wisconsin District 1,Representative,Regular,8/14/18,Lost,None,None,11.1,No,No,,,,,No,,,,,,,,
Nick Polce,NicholasPolce,,WI,U.S. House Wisconsin District 1,Representative,Regular,8/14/18,Lost,None,None,14.9,No,No,,,,,No,,,,,,,,
Jeremy Ryan,,,WI,U.S. House Wisconsin District 1,Representative,Regular,8/14/18,Lost,None,None,10.4,No,No,,,,,No,,,,,,,,
Kevin Steen,Steen_for_Wi1,,WI,U.S. House Wisconsin District 1,Representative,Regular,8/14/18,Lost,None,None,10.5,No,No,,,,,Yes,,,,,,,,
Brad Boivin,BradBoivinWI,,WI,U.S. House Wisconsin District 1,Representative,Regular,8/14/18,Lost,None,None,1.5,No,No,,,,,No,,,,,,,,
Steve Toft,toftforcongress,,WI,U.S. House Wisconsin District 3,Representative,Regular,8/14/18,Advanced,None,On the Ballot,100,Yes,Yes,,,,,Yes,,,,,,,,
Tim Rogers,,,WI,U.S. House Wisconsin District 4,Representative,Regular,8/14/18,Advanced,None,On the Ballot,55.6,Yes,,,,,,No,,,,,,,,
Cindy Werner,,,WI,U.S. House Wisconsin District 4,Representative,Regular,8/14/18,Lost,None,None,44.4,No,,,,,,Yes,,,,,,,,
Leah Vukmir,LeahVukmir,,WI,U.S. Senate Wisconsin,Senator,Regular,8/14/18,Advanced,None,On the Ballot,49,Yes,,,No,No,Yes,Yes,,No,,,,,,
Kevin Nicholson,KevinMNicholson,,WI,U.S. Senate Wisconsin,Senator,Regular,8/14/18,Lost,None,None,42.9,No,,,Yes,Yes,No,Yes,,Yes,,,,,,
Griffin Jones,,,WI,U.S. Senate Wisconsin,Senator,Regular,8/14/18,Lost,None,None,2,No,,,No,No,No,No,,No,,,,,,
Charles Barman,,,WI,U.S. Senate Wisconsin,Senator,Regular,8/14/18,Lost,None,None,1.8,No,,,No,No,No,No,,No,,,,,,
George Lucia,,,WI,U.S. Senate Wisconsin,Senator,Regular,8/14/18,Lost,None,None,4.2,No,,,No,No,No,No,,No,,,,,,
Mark Gordon,Mark_Gordon_WY,,WY,Governor of Wyoming,Governor,Regular,8/21/18,Advanced,None,On the Ballot,33.4,Yes,,No,,,,No,,,,,,,,
Bill Dahlin,ElectDahlin,,WY,Governor of Wyoming,Governor,Regular,8/21/18,Lost,None,None,1.5,No,,No,,,,No,,,,,,,,
Harriet Hageman,harriethageman,,WY,Governor of Wyoming,Governor,Regular,8/21/18,Lost,None,None,21.5,No,,No,,,,Yes,,,,,,,,
Sam Galeotos,samforgovernor,,WY,Governor of Wyoming,Governor,Regular,8/21/18,Lost,None,None,12.5,No,,No,,,,Yes,,,,,,,,
Foster Friess,FosterFriess,,WY,Governor of Wyoming,Governor,Regular,8/21/18,Lost,None,None,25.6,No,,Yes,,,,Yes,,,,,,,,
Taylor Haynes,HaynesForWyo,,WY,Governor of Wyoming,Governor,Regular,8/21/18,Lost,None,None,5.6,No,,No,,,,Yes,,,,,,,,
